Beinkette;Anzahl_Beinketten;G_Methode;P_Methode;Status;Anzahl_Akt
S6RRPRRR8;6;6;3;6;0
S6RRPRRR8;6;6;4;6;0
S6RRPRRR8;6;6;5;6;0
S6RRPRRR8;6;6;6;6;0
S6RRPRRR8;6;7;1;6;0
S6RRPRRR8;6;7;2;6;0
S6RRPRRR8;6;7;3;6;0
S6RRPRRR8;6;7;4;6;0
S6RRPRRR8;6;7;5;6;0
S6RRPRRR8;6;7;6;6;0
S6RRPRRR8;6;8;1;0;0
S6RRPRRR8;6;8;2;6;0
S6RRPRRR8;6;8;3;6;0
S6RRPRRR8;6;8;4;0;0
S6RRPRRR8;6;8;5;6;0
S6RRPRRR8;6;8;6;6;0
S6RRPRRR9;6;1;1;0;0
S6RRPRRR9;6;1;2;6;0
S6RRPRRR9;6;1;3;6;0
S6RRPRRR9;6;1;4;0;1
S6RRPRRR9;6;1;5;6;0
S6RRPRRR9;6;1;6;6;0
S6RRPRRR9;6;2;1;6;0
S6RRPRRR9;6;2;2;6;0
S6RRPRRR9;6;2;3;6;0
S6RRPRRR9;6;2;4;6;0
S6RRPRRR9;6;2;5;6;0
S6RRPRRR9;6;2;6;6;0
S6RRPRRR9;6;3;1;6;0
S6RRPRRR9;6;3;2;6;0
S6RRPRRR9;6;3;3;6;0
S6RRPRRR9;6;3;4;6;0
S6RRPRRR9;6;3;5;6;0
S6RRPRRR9;6;3;6;6;0
S6RRPRRR9;6;4;1;6;0
S6RRPRRR9;6;4;2;6;0
S6RRPRRR9;6;4;3;6;0
S6RRPRRR9;6;4;4;6;0
S6RRPRRR9;6;4;5;6;0
S6RRPRRR9;6;4;6;6;0
S6RRPRRR9;6;5;1;6;0
S6RRPRRR9;6;5;2;6;0
S6RRPRRR9;6;5;3;6;0
S6RRPRRR9;6;5;4;6;0
S6RRPRRR9;6;5;5;6;0
S6RRPRRR9;6;5;6;6;0
S6RRPRRR9;6;6;1;6;0
S6RRPRRR9;6;6;2;6;0
S6RRPRRR9;6;6;3;6;0
S6RRPRRR9;6;6;4;6;0
S6RRPRRR9;6;6;5;6;0
S6RRPRRR9;6;6;6;6;0
S6RRPRRR9;6;7;1;6;0
S6RRPRRR9;6;7;2;6;0
S6RRPRRR9;6;7;3;6;0
S6RRPRRR9;6;7;4;6;0
S6RRPRRR9;6;7;5;6;0
S6RRPRRR9;6;7;6;6;0
S6RRPRRR9;6;8;1;0;1
S6RRPRRR9;6;8;2;6;0
S6RRPRRR9;6;8;3;6;0
S6RRPRRR9;6;8;4;0;1
S6RRPRRR9;6;8;5;6;0
S6RRPRRR9;6;8;6;6;0
S6RRRPPP1;6;1;1;1;0
S6RRRPPP1;6;1;2;1;0
S6RRRPPP1;6;1;3;1;0
S6RRRPPP1;6;1;4;1;0
S6RRRPPP1;6;1;5;1;0
S6RRRPPP1;6;1;6;1;0
S6RRRPPP1;6;2;1;1;0
S6RRRPPP1;6;2;2;1;0
S6RRRPPP1;6;2;3;1;0
S6RRRPPP1;6;2;4;1;0
S6RRRPPP1;6;2;5;1;0
S6RRRPPP1;6;2;6;1;0
S6RRRPPP1;6;3;1;1;0
S6RRRPPP1;6;3;2;1;0
S6RRRPPP1;6;3;3;1;0
S6RRRPPP1;6;3;4;1;0
S6RRRPPP1;6;3;5;1;0
S6RRRPPP1;6;3;6;1;0
S6RRRPPP1;6;4;1;1;0
S6RRRPPP1;6;4;2;1;0
S6RRRPPP1;6;4;3;1;0
S6RRRPPP1;6;4;4;1;0
S6RRRPPP1;6;4;5;1;0
S6RRRPPP1;6;4;6;1;0
S6RRRPPP1;6;5;1;1;0
S6RRRPPP1;6;5;2;1;0
S6RRRPPP1;6;5;3;1;0
S6RRRPPP1;6;5;4;1;0
S6RRRPPP1;6;5;5;1;0
S6RRRPPP1;6;5;6;1;0
S6RRRPPP1;6;6;1;1;0
S6RRRPPP1;6;6;2;1;0
S6RRRPPP1;6;6;3;1;0
S6RRRPPP1;6;6;4;1;0
S6RRRPPP1;6;6;5;1;0
S6RRRPPP1;6;6;6;1;0
S6RRRPPP1;6;7;1;1;0
S6RRRPPP1;6;7;2;1;0
S6RRRPPP1;6;7;3;1;0
S6RRRPPP1;6;7;4;1;0
S6RRRPPP1;6;7;5;1;0
S6RRRPPP1;6;7;6;1;0
S6RRRPPP1;6;8;1;1;0
S6RRRPPP1;6;8;2;1;0
S6RRRPPP1;6;8;3;1;0
S6RRRPPP1;6;8;4;1;0
S6RRRPPP1;6;8;5;1;0
S6RRRPPP1;6;8;6;1;0
S6RRRPPR1;6;1;1;1;0
S6RRRPPR1;6;1;2;1;0
S6RRRPPR1;6;1;3;1;0
S6RRRPPR1;6;1;4;1;0
S6RRRPPR1;6;1;5;1;0
S6RRRPPR1;6;1;6;1;0
S6RRRPPR1;6;2;1;1;0
S6RRRPPR1;6;2;2;1;0
S6RRRPPR1;6;2;3;1;0
S6RRRPPR1;6;2;4;1;0
S6RRRPPR1;6;2;5;1;0
S6RRRPPR1;6;2;6;1;0
S6RRRPPR1;6;3;1;1;0
S6RRRPPR1;6;3;2;1;0
S6RRRPPR1;6;3;3;1;0
S6RRRPPR1;6;3;4;1;0
S6RRRPPR1;6;3;5;1;0
S6RRRPPR1;6;3;6;1;0
S6RRRPPR1;6;4;1;1;0
S6RRRPPR1;6;4;2;1;0
S6RRRPPR1;6;4;3;1;0
S6RRRPPR1;6;4;4;1;0
S6RRRPPR1;6;4;5;1;0
S6RRRPPR1;6;4;6;1;0
S6RRRPPR1;6;5;1;1;0
S6RRRPPR1;6;5;2;1;0
S6RRRPPR1;6;5;3;1;0
S6RRRPPR1;6;5;4;1;0
S6RRRPPR1;6;5;5;1;0
S6RRRPPR1;6;5;6;1;0
S6RRRPPR1;6;6;1;1;0
S6RRRPPR1;6;6;2;1;0
S6RRRPPR1;6;6;3;1;0
S6RRRPPR1;6;6;4;1;0
S6RRRPPR1;6;6;5;1;0
S6RRRPPR1;6;6;6;1;0
S6RRRPPR1;6;7;1;1;0
S6RRRPPR1;6;7;2;1;0
S6RRRPPR1;6;7;3;1;0
S6RRRPPR1;6;7;4;1;0
S6RRRPPR1;6;7;5;1;0
S6RRRPPR1;6;7;6;1;0
S6RRRPPR1;6;8;1;1;0
S6RRRPPR1;6;8;2;1;0
S6RRRPPR1;6;8;3;1;0
S6RRRPPR1;6;8;4;1;0
S6RRRPPR1;6;8;5;1;0
S6RRRPPR1;6;8;6;1;0
S6RRRPPR10;6;1;1;1;0
S6RRRPPR10;6;1;2;1;0
S6RRRPPR10;6;1;3;1;0
S6RRRPPR10;6;1;4;1;0
S6RRRPPR10;6;1;5;1;0
S6RRRPPR10;6;1;6;1;0
S6RRRPPR10;6;2;1;1;0
S6RRRPPR10;6;2;2;1;0
S6RRRPPR10;6;2;3;1;0
S6RRRPPR10;6;2;4;1;0
S6RRRPPR10;6;2;5;1;0
S6RRRPPR10;6;2;6;1;0
S6RRRPPR10;6;3;1;1;0
S6RRRPPR10;6;3;2;1;0
S6RRRPPR10;6;3;3;1;0
S6RRRPPR10;6;3;4;1;0
S6RRRPPR10;6;3;5;1;0
S6RRRPPR10;6;3;6;1;0
S6RRRPPR10;6;4;1;1;0
S6RRRPPR10;6;4;2;1;0
S6RRRPPR10;6;4;3;1;0
S6RRRPPR10;6;4;4;1;0
S6RRRPPR10;6;4;5;1;0
S6RRRPPR10;6;4;6;1;0
S6RRRPPR10;6;5;1;1;0
S6RRRPPR10;6;5;2;1;0
S6RRRPPR10;6;5;3;1;0
S6RRRPPR10;6;5;4;1;0
S6RRRPPR10;6;5;5;1;0
S6RRRPPR10;6;5;6;1;0
S6RRRPPR10;6;6;1;1;0
S6RRRPPR10;6;6;2;1;0
S6RRRPPR10;6;6;3;1;0
S6RRRPPR10;6;6;4;1;0
S6RRRPPR10;6;6;5;1;0
S6RRRPPR10;6;6;6;1;0
S6RRRPPR10;6;7;1;1;0
S6RRRPPR10;6;7;2;1;0
S6RRRPPR10;6;7;3;1;0
S6RRRPPR10;6;7;4;1;0
S6RRRPPR10;6;7;5;1;0
S6RRRPPR10;6;7;6;1;0
S6RRRPPR10;6;8;1;1;0
S6RRRPPR10;6;8;2;1;0
S6RRRPPR10;6;8;3;1;0
S6RRRPPR10;6;8;4;1;0
S6RRRPPR10;6;8;5;1;0
S6RRRPPR10;6;8;6;1;0
S6RRRPPR2;6;1;1;1;0
S6RRRPPR2;6;1;2;1;0
S6RRRPPR2;6;1;3;1;0
S6RRRPPR2;6;1;4;1;0
S6RRRPPR2;6;1;5;1;0
S6RRRPPR2;6;1;6;1;0
S6RRRPPR2;6;2;1;1;0
S6RRRPPR2;6;2;2;1;0
S6RRRPPR2;6;2;3;1;0
S6RRRPPR2;6;2;4;1;0
S6RRRPPR2;6;2;5;1;0
S6RRRPPR2;6;2;6;1;0
S6RRRPPR2;6;3;1;1;0
S6RRRPPR2;6;3;2;1;0
S6RRRPPR2;6;3;3;1;0
S6RRRPPR2;6;3;4;1;0
S6RRRPPR2;6;3;5;1;0
S6RRRPPR2;6;3;6;1;0
S6RRRPPR2;6;4;1;1;0
S6RRRPPR2;6;4;2;1;0
S6RRRPPR2;6;4;3;1;0
S6RRRPPR2;6;4;4;1;0
S6RRRPPR2;6;4;5;1;0
S6RRRPPR2;6;4;6;1;0
S6RRRPPR2;6;5;1;1;0
S6RRRPPR2;6;5;2;1;0
S6RRRPPR2;6;5;3;1;0
S6RRRPPR2;6;5;4;1;0
S6RRRPPR2;6;5;5;1;0
S6RRRPPR2;6;5;6;1;0
S6RRRPPR2;6;6;1;1;0
S6RRRPPR2;6;6;2;1;0
S6RRRPPR2;6;6;3;1;0
S6RRRPPR2;6;6;4;1;0
S6RRRPPR2;6;6;5;1;0
S6RRRPPR2;6;6;6;1;0
S6RRRPPR2;6;7;1;1;0
S6RRRPPR2;6;7;2;1;0
S6RRRPPR2;6;7;3;1;0
S6RRRPPR2;6;7;4;1;0
S6RRRPPR2;6;7;5;1;0
S6RRRPPR2;6;7;6;1;0
S6RRRPPR2;6;8;1;1;0
S6RRRPPR2;6;8;2;1;0
S6RRRPPR2;6;8;3;1;0
S6RRRPPR2;6;8;4;1;0
S6RRRPPR2;6;8;5;1;0
S6RRRPPR2;6;8;6;1;0
S6RRRPPR3;6;1;1;1;0
S6RRRPPR3;6;1;2;1;0
S6RRRPPR3;6;1;3;1;0
S6RRRPPR3;6;1;4;1;0
S6RRRPPR3;6;1;5;1;0
S6RRRPPR3;6;1;6;1;0
S6RRRPPR3;6;2;1;1;0
S6RRRPPR3;6;2;2;1;0
S6RRRPPR3;6;2;3;1;0
S6RRRPPR3;6;2;4;1;0
S6RRRPPR3;6;2;5;1;0
S6RRRPPR3;6;2;6;1;0
S6RRRPPR3;6;3;1;1;0
S6RRRPPR3;6;3;2;1;0
S6RRRPPR3;6;3;3;1;0
S6RRRPPR3;6;3;4;1;0
S6RRRPPR3;6;3;5;1;0
S6RRRPPR3;6;3;6;1;0
S6RRRPPR3;6;4;1;1;0
S6RRRPPR3;6;4;2;1;0
S6RRRPPR3;6;4;3;1;0
S6RRRPPR3;6;4;4;1;0
S6RRRPPR3;6;4;5;1;0
S6RRRPPR3;6;4;6;1;0
S6RRRPPR3;6;5;1;1;0
S6RRRPPR3;6;5;2;1;0
S6RRRPPR3;6;5;3;1;0
S6RRRPPR3;6;5;4;1;0
S6RRRPPR3;6;5;5;1;0
S6RRRPPR3;6;5;6;1;0
S6RRRPPR3;6;6;1;1;0
S6RRRPPR3;6;6;2;1;0
S6RRRPPR3;6;6;3;1;0
S6RRRPPR3;6;6;4;1;0
S6RRRPPR3;6;6;5;1;0
S6RRRPPR3;6;6;6;1;0
S6RRRPPR3;6;7;1;1;0
S6RRRPPR3;6;7;2;1;0
S6RRRPPR3;6;7;3;1;0
S6RRRPPR3;6;7;4;1;0
S6RRRPPR3;6;7;5;1;0
S6RRRPPR3;6;7;6;1;0
S6RRRPPR3;6;8;1;1;0
S6RRRPPR3;6;8;2;1;0
S6RRRPPR3;6;8;3;1;0
S6RRRPPR3;6;8;4;1;0
S6RRRPPR3;6;8;5;1;0
S6RRRPPR3;6;8;6;1;0
S6RRRPPR4;6;1;1;1;0
S6RRRPPR4;6;1;2;1;0
S6RRRPPR4;6;1;3;1;0
S6RRRPPR4;6;1;4;1;0
S6RRRPPR4;6;1;5;1;0
S6RRRPPR4;6;1;6;1;0
S6RRRPPR4;6;2;1;1;0
S6RRRPPR4;6;2;2;1;0
S6RRRPPR4;6;2;3;1;0
S6RRRPPR4;6;2;4;1;0
S6RRRPPR4;6;2;5;1;0
S6RRRPPR4;6;2;6;1;0
S6RRRPPR4;6;3;1;1;0
S6RRRPPR4;6;3;2;1;0
S6RRRPPR4;6;3;3;1;0
S6RRRPPR4;6;3;4;1;0
S6RRRPPR4;6;3;5;1;0
S6RRRPPR4;6;3;6;1;0
S6RRRPPR4;6;4;1;1;0
S6RRRPPR4;6;4;2;1;0
S6RRRPPR4;6;4;3;1;0
S6RRRPPR4;6;4;4;1;0
S6RRRPPR4;6;4;5;1;0
S6RRRPPR4;6;4;6;1;0
S6RRRPPR4;6;5;1;1;0
S6RRRPPR4;6;5;2;1;0
S6RRRPPR4;6;5;3;1;0
S6RRRPPR4;6;5;4;1;0
S6RRRPPR4;6;5;5;1;0
S6RRRPPR4;6;5;6;1;0
S6RRRPPR4;6;6;1;1;0
S6RRRPPR4;6;6;2;1;0
S6RRRPPR4;6;6;3;1;0
S6RRRPPR4;6;6;4;1;0
S6RRRPPR4;6;6;5;1;0
S6RRRPPR4;6;6;6;1;0
S6RRRPPR4;6;7;1;1;0
S6RRRPPR4;6;7;2;1;0
S6RRRPPR4;6;7;3;1;0
S6RRRPPR4;6;7;4;1;0
S6RRRPPR4;6;7;5;1;0
S6RRRPPR4;6;7;6;1;0
S6RRRPPR4;6;8;1;1;0
S6RRRPPR4;6;8;2;1;0
S6RRRPPR4;6;8;3;1;0
S6RRRPPR4;6;8;4;1;0
S6RRRPPR4;6;8;5;1;0
S6RRRPPR4;6;8;6;1;0
S6RRRPPR5;6;1;1;1;0
S6RRRPPR5;6;1;2;1;0
S6RRRPPR5;6;1;3;1;0
S6RRRPPR5;6;1;4;1;0
S6RRRPPR5;6;1;5;1;0
S6RRRPPR5;6;1;6;1;0
S6RRRPPR5;6;2;1;1;0
S6RRRPPR5;6;2;2;1;0
S6RRRPPR5;6;2;3;1;0
S6RRRPPR5;6;2;4;1;0
S6RRRPPR5;6;2;5;1;0
S6RRRPPR5;6;2;6;1;0
S6RRRPPR5;6;3;1;1;0
S6RRRPPR5;6;3;2;1;0
S6RRRPPR5;6;3;3;1;0
S6RRRPPR5;6;3;4;1;0
S6RRRPPR5;6;3;5;1;0
S6RRRPPR5;6;3;6;1;0
S6RRRPPR5;6;4;1;1;0
S6RRRPPR5;6;4;2;1;0
S6RRRPPR5;6;4;3;1;0
S6RRRPPR5;6;4;4;1;0
S6RRRPPR5;6;4;5;1;0
S6RRRPPR5;6;4;6;1;0
S6RRRPPR5;6;5;1;1;0
S6RRRPPR5;6;5;2;1;0
S6RRRPPR5;6;5;3;1;0
S6RRRPPR5;6;5;4;1;0
S6RRRPPR5;6;5;5;1;0
S6RRRPPR5;6;5;6;1;0
S6RRRPPR5;6;6;1;1;0
S6RRRPPR5;6;6;2;1;0
S6RRRPPR5;6;6;3;1;0
S6RRRPPR5;6;6;4;1;0
S6RRRPPR5;6;6;5;1;0
S6RRRPPR5;6;6;6;1;0
S6RRRPPR5;6;7;1;1;0
S6RRRPPR5;6;7;2;1;0
S6RRRPPR5;6;7;3;1;0
S6RRRPPR5;6;7;4;1;0
S6RRRPPR5;6;7;5;1;0
S6RRRPPR5;6;7;6;1;0
S6RRRPPR5;6;8;1;1;0
S6RRRPPR5;6;8;2;1;0
S6RRRPPR5;6;8;3;1;0
S6RRRPPR5;6;8;4;1;0
S6RRRPPR5;6;8;5;1;0
S6RRRPPR5;6;8;6;1;0
S6RRRPPR6;6;1;1;1;0
S6RRRPPR6;6;1;2;1;0
S6RRRPPR6;6;1;3;1;0
S6RRRPPR6;6;1;4;1;0
S6RRRPPR6;6;1;5;1;0
S6RRRPPR6;6;1;6;1;0
S6RRRPPR6;6;2;1;1;0
S6RRRPPR6;6;2;2;1;0
S6RRRPPR6;6;2;3;1;0
S6RRRPPR6;6;2;4;1;0
S6RRRPPR6;6;2;5;1;0
S6RRRPPR6;6;2;6;1;0
S6RRRPPR6;6;3;1;1;0
S6RRRPPR6;6;3;2;1;0
S6RRRPPR6;6;3;3;1;0
S6RRRPPR6;6;3;4;1;0
S6RRRPPR6;6;3;5;1;0
S6RRRPPR6;6;3;6;1;0
S6RRRPPR6;6;4;1;1;0
S6RRRPPR6;6;4;2;1;0
S6RRRPPR6;6;4;3;1;0
S6RRRPPR6;6;4;4;1;0
S6RRRPPR6;6;4;5;1;0
S6RRRPPR6;6;4;6;1;0
S6RRRPPR6;6;5;1;1;0
S6RRRPPR6;6;5;2;1;0
S6RRRPPR6;6;5;3;1;0
S6RRRPPR6;6;5;4;1;0
S6RRRPPR6;6;5;5;1;0
S6RRRPPR6;6;5;6;1;0
S6RRRPPR6;6;6;1;1;0
S6RRRPPR6;6;6;2;1;0
S6RRRPPR6;6;6;3;1;0
S6RRRPPR6;6;6;4;1;0
S6RRRPPR6;6;6;5;1;0
S6RRRPPR6;6;6;6;1;0
S6RRRPPR6;6;7;1;1;0
S6RRRPPR6;6;7;2;1;0
S6RRRPPR6;6;7;3;1;0
S6RRRPPR6;6;7;4;1;0
S6RRRPPR6;6;7;5;1;0
S6RRRPPR6;6;7;6;1;0
S6RRRPPR6;6;8;1;1;0
S6RRRPPR6;6;8;2;1;0
S6RRRPPR6;6;8;3;1;0
S6RRRPPR6;6;8;4;1;0
S6RRRPPR6;6;8;5;1;0
S6RRRPPR6;6;8;6;1;0
S6RRRPPR7;6;1;1;1;0
S6RRRPPR7;6;1;2;1;0
S6RRRPPR7;6;1;3;1;0
S6RRRPPR7;6;1;4;1;0
S6RRRPPR7;6;1;5;1;0
S6RRRPPR7;6;1;6;1;0
S6RRRPPR7;6;2;1;1;0
S6RRRPPR7;6;2;2;1;0
S6RRRPPR7;6;2;3;1;0
S6RRRPPR7;6;2;4;1;0
S6RRRPPR7;6;2;5;1;0
S6RRRPPR7;6;2;6;1;0
S6RRRPPR7;6;3;1;1;0
S6RRRPPR7;6;3;2;1;0
S6RRRPPR7;6;3;3;1;0
S6RRRPPR7;6;3;4;1;0
S6RRRPPR7;6;3;5;1;0
S6RRRPPR7;6;3;6;1;0
S6RRRPPR7;6;4;1;1;0
S6RRRPPR7;6;4;2;1;0
S6RRRPPR7;6;4;3;1;0
S6RRRPPR7;6;4;4;1;0
S6RRRPPR7;6;4;5;1;0
S6RRRPPR7;6;4;6;1;0
S6RRRPPR7;6;5;1;1;0
S6RRRPPR7;6;5;2;1;0
S6RRRPPR7;6;5;3;1;0
S6RRRPPR7;6;5;4;1;0
S6RRRPPR7;6;5;5;1;0
S6RRRPPR7;6;5;6;1;0
S6RRRPPR7;6;6;1;1;0
S6RRRPPR7;6;6;2;1;0
S6RRRPPR7;6;6;3;1;0
S6RRRPPR7;6;6;4;1;0
S6RRRPPR7;6;6;5;1;0
S6RRRPPR7;6;6;6;1;0
S6RRRPPR7;6;7;1;1;0
S6RRRPPR7;6;7;2;1;0
S6RRRPPR7;6;7;3;1;0
S6RRRPPR7;6;7;4;1;0
S6RRRPPR7;6;7;5;1;0
S6RRRPPR7;6;7;6;1;0
S6RRRPPR7;6;8;1;1;0
S6RRRPPR7;6;8;2;1;0
S6RRRPPR7;6;8;3;1;0
S6RRRPPR7;6;8;4;1;0
S6RRRPPR7;6;8;5;1;0
S6RRRPPR7;6;8;6;1;0
S6RRRPPR8;6;1;1;1;0
S6RRRPPR8;6;1;2;1;0
S6RRRPPR8;6;1;3;1;0
S6RRRPPR8;6;1;4;1;0
S6RRRPPR8;6;1;5;1;0
S6RRRPPR8;6;1;6;1;0
S6RRRPPR8;6;2;1;1;0
S6RRRPPR8;6;2;2;1;0
S6RRRPPR8;6;2;3;1;0
S6RRRPPR8;6;2;4;1;0
S6RRRPPR8;6;2;5;1;0
S6RRRPPR8;6;2;6;1;0
S6RRRPPR8;6;3;1;1;0
S6RRRPPR8;6;3;2;1;0
S6RRRPPR8;6;3;3;1;0
S6RRRPPR8;6;3;4;1;0
S6RRRPPR8;6;3;5;1;0
S6RRRPPR8;6;3;6;1;0
S6RRRPPR8;6;4;1;1;0
S6RRRPPR8;6;4;2;1;0
S6RRRPPR8;6;4;3;1;0
S6RRRPPR8;6;4;4;1;0
S6RRRPPR8;6;4;5;1;0
S6RRRPPR8;6;4;6;1;0
S6RRRPPR8;6;5;1;1;0
S6RRRPPR8;6;5;2;1;0
S6RRRPPR8;6;5;3;1;0
S6RRRPPR8;6;5;4;1;0
S6RRRPPR8;6;5;5;1;0
S6RRRPPR8;6;5;6;1;0
S6RRRPPR8;6;6;1;1;0
S6RRRPPR8;6;6;2;1;0
S6RRRPPR8;6;6;3;1;0
S6RRRPPR8;6;6;4;1;0
S6RRRPPR8;6;6;5;1;0
S6RRRPPR8;6;6;6;1;0
S6RRRPPR8;6;7;1;1;0
S6RRRPPR8;6;7;2;1;0
S6RRRPPR8;6;7;3;1;0
S6RRRPPR8;6;7;4;1;0
S6RRRPPR8;6;7;5;1;0
S6RRRPPR8;6;7;6;1;0
S6RRRPPR8;6;8;1;1;0
S6RRRPPR8;6;8;2;1;0
S6RRRPPR8;6;8;3;1;0
S6RRRPPR8;6;8;4;1;0
S6RRRPPR8;6;8;5;1;0
S6RRRPPR8;6;8;6;1;0
S6RRRPPR9;6;1;1;1;0
S6RRRPPR9;6;1;2;1;0
S6RRRPPR9;6;1;3;1;0
S6RRRPPR9;6;1;4;1;0
S6RRRPPR9;6;1;5;1;0
S6RRRPPR9;6;1;6;1;0
S6RRRPPR9;6;2;1;1;0
S6RRRPPR9;6;2;2;1;0
S6RRRPPR9;6;2;3;1;0
S6RRRPPR9;6;2;4;1;0
S6RRRPPR9;6;2;5;1;0
S6RRRPPR9;6;2;6;1;0
S6RRRPPR9;6;3;1;1;0
S6RRRPPR9;6;3;2;1;0
S6RRRPPR9;6;3;3;1;0
S6RRRPPR9;6;3;4;1;0
S6RRRPPR9;6;3;5;1;0
S6RRRPPR9;6;3;6;1;0
S6RRRPPR9;6;4;1;1;0
S6RRRPPR9;6;4;2;1;0
S6RRRPPR9;6;4;3;1;0
S6RRRPPR9;6;4;4;1;0
S6RRRPPR9;6;4;5;1;0
S6RRRPPR9;6;4;6;1;0
S6RRRPPR9;6;5;1;1;0
S6RRRPPR9;6;5;2;1;0
S6RRRPPR9;6;5;3;1;0
S6RRRPPR9;6;5;4;1;0
S6RRRPPR9;6;5;5;1;0
S6RRRPPR9;6;5;6;1;0
S6RRRPPR9;6;6;1;1;0
S6RRRPPR9;6;6;2;1;0
S6RRRPPR9;6;6;3;1;0
S6RRRPPR9;6;6;4;1;0
S6RRRPPR9;6;6;5;1;0
S6RRRPPR9;6;6;6;1;0
S6RRRPPR9;6;7;1;1;0
S6RRRPPR9;6;7;2;1;0
S6RRRPPR9;6;7;3;1;0
S6RRRPPR9;6;7;4;1;0
S6RRRPPR9;6;7;5;1;0
S6RRRPPR9;6;7;6;1;0
S6RRRPPR9;6;8;1;1;0
S6RRRPPR9;6;8;2;1;0
S6RRRPPR9;6;8;3;1;0
S6RRRPPR9;6;8;4;1;0
S6RRRPPR9;6;8;5;1;0
S6RRRPPR9;6;8;6;1;0
S6RRRPRP1;6;1;1;1;0
S6RRRPRP1;6;1;2;1;0
S6RRRPRP1;6;1;3;1;0
S6RRRPRP1;6;1;4;1;0
S6RRRPRP1;6;1;5;1;0
S6RRRPRP1;6;1;6;1;0
S6RRRPRP1;6;2;1;1;0
S6RRRPRP1;6;2;2;1;0
S6RRRPRP1;6;2;3;1;0
S6RRRPRP1;6;2;4;1;0
S6RRRPRP1;6;2;5;1;0
S6RRRPRP1;6;2;6;1;0
S6RRRPRP1;6;3;1;1;0
S6RRRPRP1;6;3;2;1;0
S6RRRPRP1;6;3;3;1;0
S6RRRPRP1;6;3;4;1;0
S6RRRPRP1;6;3;5;1;0
S6RRRPRP1;6;3;6;1;0
S6RRRPRP1;6;4;1;1;0
S6RRRPRP1;6;4;2;1;0
S6RRRPRP1;6;4;3;1;0
S6RRRPRP1;6;4;4;1;0
S6RRRPRP1;6;4;5;1;0
S6RRRPRP1;6;4;6;1;0
S6RRRPRP1;6;5;1;1;0
S6RRRPRP1;6;5;2;1;0
S6RRRPRP1;6;5;3;1;0
S6RRRPRP1;6;5;4;1;0
S6RRRPRP1;6;5;5;1;0
S6RRRPRP1;6;5;6;1;0
S6RRRPRP1;6;6;1;1;0
S6RRRPRP1;6;6;2;1;0
S6RRRPRP1;6;6;3;1;0
S6RRRPRP1;6;6;4;1;0
S6RRRPRP1;6;6;5;1;0
S6RRRPRP1;6;6;6;1;0
S6RRRPRP1;6;7;1;1;0
S6RRRPRP1;6;7;2;1;0
S6RRRPRP1;6;7;3;1;0
S6RRRPRP1;6;7;4;1;0
S6RRRPRP1;6;7;5;1;0
S6RRRPRP1;6;7;6;1;0
S6RRRPRP1;6;8;1;1;0
S6RRRPRP1;6;8;2;1;0
S6RRRPRP1;6;8;3;1;0
S6RRRPRP1;6;8;4;1;0
S6RRRPRP1;6;8;5;1;0
S6RRRPRP1;6;8;6;1;0
S6RRRPRP10;6;1;1;1;0
S6RRRPRP10;6;1;2;1;0
S6RRRPRP10;6;1;3;1;0
S6RRRPRP10;6;1;4;1;0
S6RRRPRP10;6;1;5;1;0
S6RRRPRP10;6;1;6;1;0
S6RRRPRP10;6;2;1;1;0
S6RRRPRP10;6;2;2;1;0
S6RRRPRP10;6;2;3;1;0
S6RRRPRP10;6;2;4;1;0
S6RRRPRP10;6;2;5;1;0
S6RRRPRP10;6;2;6;1;0
S6RRRPRP10;6;3;1;1;0
S6RRRPRP10;6;3;2;1;0
S6RRRPRP10;6;3;3;1;0
S6RRRPRP10;6;3;4;1;0
S6RRRPRP10;6;3;5;1;0
S6RRRPRP10;6;3;6;1;0
S6RRRPRP10;6;4;1;1;0
S6RRRPRP10;6;4;2;1;0
S6RRRPRP10;6;4;3;1;0
S6RRRPRP10;6;4;4;1;0
S6RRRPRP10;6;4;5;1;0
S6RRRPRP10;6;4;6;1;0
S6RRRPRP10;6;5;1;1;0
S6RRRPRP10;6;5;2;1;0
S6RRRPRP10;6;5;3;1;0
S6RRRPRP10;6;5;4;1;0
S6RRRPRP10;6;5;5;1;0
S6RRRPRP10;6;5;6;1;0
S6RRRPRP10;6;6;1;1;0
S6RRRPRP10;6;6;2;1;0
S6RRRPRP10;6;6;3;1;0
S6RRRPRP10;6;6;4;1;0
S6RRRPRP10;6;6;5;1;0
S6RRRPRP10;6;6;6;1;0
S6RRRPRP10;6;7;1;1;0
S6RRRPRP10;6;7;2;1;0
S6RRRPRP10;6;7;3;1;0
S6RRRPRP10;6;7;4;1;0
S6RRRPRP10;6;7;5;1;0
S6RRRPRP10;6;7;6;1;0
S6RRRPRP10;6;8;1;1;0
S6RRRPRP10;6;8;2;1;0
S6RRRPRP10;6;8;3;1;0
S6RRRPRP10;6;8;4;1;0
S6RRRPRP10;6;8;5;1;0
S6RRRPRP10;6;8;6;1;0
S6RRRPRP11;6;1;1;1;0
S6RRRPRP11;6;1;2;1;0
S6RRRPRP11;6;1;3;1;0
S6RRRPRP11;6;1;4;1;0
S6RRRPRP11;6;1;5;1;0
S6RRRPRP11;6;1;6;1;0
S6RRRPRP11;6;2;1;1;0
S6RRRPRP11;6;2;2;1;0
S6RRRPRP11;6;2;3;1;0
